date,AAVE,ADA,APT,AR,ARB,AVAX,BTC,DOT,DYDX,ETH,FIL,GALA,JUP,LDO,LINK,POL,NEAR,OKB,ONDO,OP,RENDER,SOL,TAO,TIA,GRAM,TRX,UNI,ZEC,INJ,XLM,LTC,RON,XRP,GLM,BCH,ICP,ETHFI,PENDLE,ONT,BNB,CFG,FET,GT,RAY
2021-02-05,2175.95,2.04,,1.19,1.4,68.03,24606.16,45.3,19.21,91.97,437.5,0.0286,,19.24,1.29,0.1399,63.04,4.06,,1.64,1.37,41.95,,,1.68,0.00846538,79.62,4729.77,14.8971,0.51591,213.49,,0.59211,,720.44,,,,1.1853,135.862,,0.24813,0.7233,
2021-02-12,2401.73,2.13,,1.19,1.28,70.86,25141.59,45.17,19.71,93.46,476.35,0.0314,,19.21,1.42,0.1623,71.33,4.59,,1.7,1.27,43.83,,,1.71,0.0092336,89.88,4959.04,14.3568,0.49601,227.13,,0.54468,0.4254,706.28,,,,1.4329,295.26,,0.29609,0.9458,
2021-02-19,2375.84,2.33,,1.23,1.22,74.62,26328.8,44.88,20.71,97.87,463.04,0.0333,,18.07,1.48,0.176,64.92,4.36,,1.72,1.39,43.02,,,1.75,0.00923571,95.75,4770.0,12.198,0.40587,165.22,,0.41565,0.2977,460.12,,,,0.7973,210.214,,0.24682,2.1692,
2021-02-26,2347.86,2.37,,1.14,1.17,82.05,28084.26,41.65,20.71,101.78,486.31,0.035,,19.37,1.63,0.1807,74.64,4.41,,1.92,1.28,43.56,,,1.97,0.01,99.96,4792.88,12.1575,0.41265,190.75,,0.46558,0.4131,516.56,,,,1.0462,240.11,0.7033,0.37246,1.2528,
2021-03-05,2372.14,2.35,,1.15,1.3,86.96,29035.73,42.81,21.71,104.77,520.87,0.0374,,20.4,1.72,0.182,78.79,4.42,,2.05,1.36,45.99,,,1.94,0.0101,113.73,4980.31,11.63,0.38831,213.94,,0.43905,0.4688,552.02,,,,1.0913,263.238,0.6162,0.68704,1.482,
2021-03-12,2414.95,2.53,,1.23,1.29,88.89,28152.37,46.99,23.3,112.55,513.6,0.0396,,23.16,1.83,0.1897,96.0,3.79,,2.3,1.34,50.98,,,1.94,0.0114,100.78,5392.9,12.2943,0.40347,195.31,,0.51651,0.4485,523.59,,,,1.176,264.651,0.7455,0.64182,1.4953,
2021-03-19,2453.62,2.7,,1.3,1.4,89.48,30598.03,44.2,23.09,124.74,566.76,0.0424,,24.84,1.82,0.2011,96.54,4.18,,2.08,1.46,46.42,,,2.22,0.0125,102.14,4444.69,12.3399,0.39755,184.24,,0.54552,0.5985,497.04,,,,1.5541,268.426,1.4691,0.77916,1.9741,
2021-03-26,2720.74,2.88,,1.47,1.36,82.09,32411.32,47.86,22.11,129.16,569.65,0.0424,,26.85,2.04,0.2088,109.94,3.59,,2.46,1.56,48.9,,,2.15,0.0122,108.68,4750.74,13.4806,0.42851,202.21,,0.635,0.5822,560.78,,,,1.6851,348.862,1.1134,0.72304,1.8531,
2021-04-02,2738.39,2.77,,1.3,1.53,90.7,32909.94,42.82,23.97,133.37,641.75,0.0476,,29.22,2.02,0.2167,125.78,3.61,,2.26,1.64,47.85,,,2.36,0.0121,109.08,4843.64,13.5528,0.5844,252.31,,1.35118,0.5611,689.65,,,,1.9704,525.928,1.2172,0.63278,2.3358,
2021-04-09,2911.57,2.89,,1.33,1.55,100.48,32673.1,47.74,26.83,132.75,607.53,0.0528,,31.9,2.02,0.229,114.12,3.81,,2.53,1.83,48.64,,,2.56,0.0122,113.17,5125.9,12.13,0.54459,273.36,,1.40797,0.4592,972.51,,,,2.0944,481.437,0.9985,0.54358,4.2587,
2021-04-16,2851.07,2.79,,1.41,1.47,103.35,31291.74,44.59,28.19,118.07,578.63,0.049,,29.87,1.92,0.2241,106.91,4.06,,2.52,2.0,44.04,,,2.64,0.0125,116.74,4965.33,16.016,0.4162,223.88,,1.0351,0.3704,758.87,,,,1.4673,505.0,0.8809,0.35865,3.3333,
2021-04-23,2122.06,2.38,,1.12,1.12,88.53,29769.74,37.64,25.89,99.77,534.7,0.049,,24.31,1.53,0.1832,91.52,3.36,,2.25,1.54,37.71,,,2.1,0.011,103.41,3903.61,19.832,0.55601,268.88,,1.5605,0.4529,972.25,,,,1.7763,621.78,0.9419,0.63506,3.0205,
2021-04-30,1810.08,1.93,,1.06,0.954,73.01,24108.8,35.44,15.35,87.91,454.82,0.0346,,19.19,1.32,0.1639,85.69,2.9,,1.94,1.35,29.28,,,1.78,0.01,87.39,3772.2,19.152,0.62804,387.8,,1.5345,0.4812,1427.8,,,,2.7331,661.74,0.8683,0.53163,4.846,
2021-05-07,1727.45,1.55,,0.9725,0.6115,49.57,19616.05,33.65,11.84,76.91,362.01,0.0308,,14.83,1.21,0.1489,66.32,2.53,,1.74,1.12,25.25,,,1.55,0.00838398,74.68,3371.33,15.833,0.71027,295.89,,1.4496,0.3951,1166.69,225.19,,,2.0312,564.32,0.7197,0.4634,7.9004,
2021-05-14,1510.6,1.14,,0.804,0.4988,38.23,18291.78,27.75,8.71,64.62,335.22,0.0237,,12.19,1.02,0.1317,49.31,2.25,,1.6,0.8853,19.09,,,1.27,0.00660585,64.57,3077.81,7.712,0.362,142.39,,0.7898,0.245,552.37,143.94,,,0.8596,260.72,0.3035,0.21258,8.2805,
2021-05-21,1363.21,1.1,,0.7581,0.4259,34.5,17014.18,27.76,6.99,60.87,327.91,0.0183,,9.54,0.8893,0.1117,43.79,2.02,,1.56,0.7694,17.18,,,1.08,0.00619992,61.64,2982.42,8.487,0.37466,170.51,,0.9058,0.2862,661.66,111.9,,,1.0568,325.57,0.315,0.30984,3.8897,
2021-05-28,1441.16,1.18,,0.807,0.4254,35.74,16502.4,29.23,7.74,60.15,323.96,0.0157,,10.34,0.9412,0.1089,45.17,2.14,,1.65,0.8508,18.81,,,1.12,0.00642313,61.29,2868.94,9.276,0.38053,176.41,,0.947,0.3095,656.1,104.49,,,1.101,393.73,0.4249,0.35291,4.3241,
2021-06-04,1422.3,1.21,,0.8644,0.469,38.63,17373.87,28.29,8.24,57.37,317.74,0.0165,,10.45,1.0,0.1184,46.69,2.22,,1.75,0.8943,17.54,,,1.18,0.00637572,64.91,2927.42,8.234,0.34486,170.85,,0.8832,0.2634,613.46,64.45,,,0.8772,365.8,0.3164,0.28271,4.7195,
2021-06-11,1458.99,1.2,,0.84,0.4343,37.71,18637.35,30.64,7.79,62.53,302.47,0.0178,,11.62,0.9536,0.1178,50.51,2.37,,1.7,0.8828,20.51,,,1.23,0.00622942,72.18,3236.9,7.65,0.29739,154.88,,0.7741,0.2504,556.16,47.1,,,0.7994,339.08,0.2642,0.26132,4.0172,
2021-06-18,1474.79,1.32,,0.7832,0.5005,39.71,20910.64,25.71,8.04,63.48,306.64,0.0198,,10.58,0.9261,0.1266,55.8,2.38,,1.5,0.9322,22.06,,,1.35,0.00633406,77.0,3484.22,5.81,0.25979,132.6,,0.6484,0.2419,477.79,43.0,,,0.6048,290.87,0.2538,0.19229,3.5936,
2021-06-25,1580.71,1.47,,0.7282,0.5082,43.22,18947.46,26.46,8.86,64.18,328.8,0.0198,,11.46,0.9827,0.1347,58.1,2.48,,1.7,0.8885,22.9,,,1.42,0.00671912,82.0,3552.26,7.102,0.26814,144.95,,0.696,0.3471,526.73,46.71,,,0.7304,307.62,0.2569,0.27594,3.1453,
2021-07-02,1660.51,1.51,,0.7285,0.5308,44.03,19240.62,24.79,7.98,66.33,338.9,0.0229,,11.28,1.05,0.1346,59.94,2.43,,1.73,0.8885,23.77,,,1.47,0.00680876,73.46,3525.13,6.917,0.24595,134.28,,0.6364,0.3128,498.11,39.71,,,0.7061,322.16,0.2397,0.28901,3.3854,
2021-07-09,1724.25,1.55,,0.7285,0.5085,46.28,19802.24,27.86,9.99,70.35,358.09,0.0226,,12.12,1.12,0.1279,66.01,2.51,,2.02,0.7804,23.46,,,1.54,0.00697657,79.16,3473.31,6.238,0.22977,119.17,,0.5866,0.2845,437.92,32.36,,,0.6246,302.1,0.2008,0.23281,3.1094,
2021-07-16,1692.02,1.63,,0.7825,0.538,52.76,19883.48,26.36,9.0,72.52,368.01,0.026,,12.41,1.1,0.1371,54.74,2.61,,2.14,0.8535,23.66,,,1.39,0.0071327,82.63,3440.15,6.135,0.26172,127.68,,0.6069,0.3079,454.99,42.6,,,0.6558,302.56,0.2161,0.34563,2.917,
2021-07-23,1938.46,1.7,,0.8302,0.5531,52.75,20310.59,28.78,9.46,75.66,351.88,0.026,,13.61,1.14,0.127,50.42,2.77,,2.25,0.8155,25.69,,,1.41,0.00705335,81.53,3440.9,6.556,0.27504,140.31,,0.7242,0.3818,526.26,40.87,,,0.837,332.59,0.2145,0.39102,3.0404,
2021-07-30,1905.41,1.81,,0.7871,0.5852,56.85,20656.4,30.04,9.81,78.26,378.04,0.0266,,15.51,1.26,0.134,49.8,2.95,,2.43,0.8155,25.59,,,1.45,0.00713238,80.1,3824.32,8.484,0.28716,149.69,,0.7788,0.4156,555.56,55.27,,,0.8822,341.79,0.3132,0.37665,3.6233,
2021-08-06,1865.97,1.95,,0.7871,0.6064,55.76,18429.57,30.62,9.71,73.56,393.42,0.0233,,16.08,1.42,0.1462,51.61,3.06,,2.55,0.8319,29.82,,,1.6,0.00730355,78.66,3585.17,9.383,0.39079,184.6,,1.2839,0.4239,703.42,63.4,,,1.0641,414.05,0.3682,0.49755,3.8311,5.816
2021-08-13,1789.01,2.15,,0.7413,0.6291,62.39,18924.12,29.46,9.78,76.16,420.23,0.0233,,14.95,1.48,0.1399,50.88,3.2,,2.56,0.8021,28.22,,,1.68,0.00715612,82.57,4229.93,12.584,0.37232,185.91,,1.226,0.4278,672.29,64.59,,,1.1075,448.68,0.313,0.55844,4.6647,7.159
2021-08-20,1767.88,2.34,,0.6734,0.6869,60.83,19004.48,29.01,10.65,80.31,427.32,0.0247,,14.01,1.64,0.1463,55.31,3.07,,2.9,0.7817,29.29,,,1.72,0.00746898,89.92,4074.24,11.087,0.3431,174.3,,1.1408,0.4767,659.0,72.0,,,1.0685,479.7,0.31019,0.6061,4.5874,11.499
2021-08-27,1831.46,2.26,,0.7323,0.7081,62.56,18454.33,29.52,8.76,83.66,429.72,0.026,,14.2,1.78,0.1536,51.88,3.1,,3.13,0.8221,32.6,,,1.75,0.00735895,87.38,4050.14,13.382,0.3976,232.2,,1.3076,0.5899,764.5,79.33,,,1.2661,504.8,0.3211,0.6704,4.421,12.46
2021-09-03,1898.85,2.5,,0.7686,0.795,67.76,17145.01,29.53,8.85,79.86,460.28,0.0269,,14.39,1.73,0.1592,53.62,3.08,,3.46,0.937,32.97,,,1.74,0.00753567,85.11,4341.73,12.213,0.3326,183.0,,1.1181,0.5437,646.5,59.43,,,1.0106,416.3,0.27783,0.8795,4.802,16.484
2021-09-10,1858.28,2.35,,0.8317,0.8212,64.0,17681.9,26.41,8.95,88.0,457.75,0.0254,,15.03,1.85,0.1604,54.12,3.01,,3.4,0.9145,32.81,,,1.93,0.00727276,94.33,4381.64,10.918,0.3134,175.6,,1.0483,0.5087,608.7,57.16,,,0.9963,408.6,0.61824,0.7651,4.907,12.0
2021-09-17,1836.46,2.63,,0.856,0.797,61.79,17645.46,28.41,9.08,81.12,453.98,0.0268,,15.48,2.03,0.1589,54.6,2.99,,3.4,0.888,32.95,,,1.6,0.00718852,99.63,4595.15,10.682,0.276,150.7,,0.9436,0.4448,503.2,43.69,,,0.7947,344.0,0.3175,0.8114,5.1439,9.687
2021-09-24,1978.79,2.62,,0.9771,0.7845,63.05,18160.08,28.57,9.82,86.13,431.39,0.028,,16.96,2.09,0.1682,52.26,3.19,,3.6,0.922,35.51,,,1.71,0.00713179,98.28,4809.8,10.83,0.3148,170.5,,1.0552,0.5172,571.0,50.32,,,0.9007,430.5,0.34381,0.7957,3.6138,11.544
2021-10-01,2044.84,2.81,,0.9389,0.7789,64.68,17764.34,30.54,9.67,83.21,449.74,0.0273,,16.65,2.3,0.1682,53.15,3.43,,4.01,1.0,36.99,,,1.74,0.00734396,103.16,5372.94,10.929,0.3311,174.8,,1.1352,0.5546,584.7,44.91,,,0.9973,404.1,0.36905,0.7755,4.174,9.568
2021-10-08,1996.4,2.92,,1.02,0.7817,74.48,19558.17,31.88,9.92,86.16,461.04,0.0269,,17.07,2.22,0.1761,50.21,3.6,,3.73,1.04,35.31,,,1.82,0.00771128,105.82,5477.94,11.995,0.3834,183.7,,1.0944,0.5145,612.5,44.11,,,0.9541,470.9,0.34611,0.742,3.92,9.546
2021-10-15,2000.29,2.94,,0.9923,0.7633,65.61,20218.91,31.25,9.52,91.92,460.73,0.0297,,15.88,2.36,0.1957,54.67,3.67,,3.9,1.1,36.37,,,2.01,0.00795861,105.62,5856.04,12.011,0.3723,190.4,,1.0821,0.5343,617.2,43.32,,,0.9343,475.8,0.32928,0.7321,4.4549,10.228
2021-10-22,2039.54,2.94,,1.05,0.7801,66.36,21751.56,32.98,9.52,96.99,504.74,0.0306,,17.75,2.38,0.2274,60.31,3.84,,4.06,1.18,35.5,,,1.83,0.00762091,105.86,6609.59,10.85,0.3725,191.9,,1.1128,0.5777,596.9,44.96,,,1.0507,524.6,0.30358,0.7807,5.2663,10.605
2021-10-29,1973.82,2.85,,1.19,0.8399,70.53,21592.4,36.12,10.46,100.27,511.12,0.0323,,17.36,2.53,0.2442,60.14,3.73,,4.42,1.26,38.16,,,1.84,0.00777872,109.72,6231.4,13.234,0.3636,202.0,,1.2198,0.5537,600.4,53.52,,,1.0681,649.6,0.33518,0.8274,6.2984,12.662
2021-11-05,1862.09,3.03,,1.09,0.8931,75.56,21900.1,39.29,12.37,110.68,516.92,0.0361,,17.25,2.47,0.2307,60.25,3.86,,4.11,1.45,45.2,,,2.01,0.00840235,119.35,6728.93,11.906,0.3773,279.3,,1.1879,0.5174,679.5,48.33,,,1.0964,650.8,0.30963,0.8585,7.4434,11.208
2021-11-12,1902.89,2.97,,1.05,0.8647,83.04,22740.13,40.59,11.18,112.12,474.14,0.0351,,16.91,2.32,0.2064,58.23,4.09,,4.01,1.4,47.3,,,2.13,0.00773114,109.69,6632.72,12.377,0.3434,221.1,,1.0569,0.558,574.4,43.24,,,1.0112,584.0,0.30891,0.9014,7.1226,10.283
2021-11-19,1653.53,2.48,,0.9823,0.7978,72.55,20539.4,39.79,8.28,103.47,434.06,0.0351,,13.98,2.02,0.1684,46.59,4.04,,3.48,1.12,38.87,,,2.02,0.00700367,101.48,6332.79,12.136,0.3236,199.5,,0.9687,0.7361,568.7,41.86,,,0.9617,611.3,0.2814,0.7613,6.2278,9.977
2021-11-26,1349.0,2.21,,0.9445,0.6548,70.08,19550.18,36.7,7.48,94.17,441.78,0.0327,,12.55,1.77,0.1517,43.73,3.56,,3.17,0.9615,33.63,,,1.92,0.00606031,89.66,5982.34,9.832,0.279,156.3,,0.8045,0.4658,453.0,30.37,,,0.7156,557.8,0.21382,0.6043,6.5918,8.997
2021-12-03,1328.43,2.04,,0.8282,0.5895,66.0,15497.45,30.34,6.75,90.64,401.51,0.032,,10.86,1.59,0.1241,40.11,3.17,,3.06,0.9637,30.37,,,1.8,0.00566854,82.94,5934.09,9.392,0.2756,159.0,,0.8393,0.4788,458.0,28.48,,,0.7176,570.3,0.21057,0.549,6.271,8.004
2021-12-10,1209.96,1.97,,0.7278,0.5254,59.46,14277.53,25.78,6.64,82.89,402.81,0.0324,,8.92,1.43,0.1138,39.78,2.95,,2.79,0.8975,29.29,,,1.58,0.00497521,76.43,5719.55,8.225,0.2533,153.2,,0.835,0.4459,432.8,22.65,,,0.6813,529.8,0.23619,0.4648,6.0687,7.197
2021-12-17,1085.61,1.8,,0.6646,0.4941,50.62,13582.06,22.8,5.74,78.84,394.89,0.0305,,7.71,1.3,0.0952,35.99,2.83,,2.5,0.8204,24.06,,,1.21,0.00467505,66.96,5245.18,9.3,0.2914,155.7,,0.92,0.4937,451.6,26.69,,,0.7362,546.4,0.22431,0.5588,5.7983,7.604
2021-12-24,1079.09,1.63,,0.5459,0.4462,45.13,12216.77,19.67,5.29,71.52,324.21,0.0293,,6.5,1.15,0.0884,30.53,2.62,,2.09,0.7441,20.49,,,1.06,0.00401998,59.03,4945.73,8.551,0.2921,151.2,,0.8586,0.5267,447.7,27.31,,,0.7033,531.0,0.20681,0.5661,6.7502,6.881
2021-12-31,999.24,1.35,,0.5246,0.3913,39.83,11622.08,18.58,4.95,65.45,301.29,0.027,,6.02,1.13,0.0847,25.93,2.34,,1.81,0.6505,18.73,,,0.9828,0.00363034,53.73,5009.03,6.74,0.2609,130.9,,0.753,0.4118,376.8,36.15,,,0.5976,438.7,0.17871,0.4648,6.6057,5.357
2022-01-07,939.64,1.22,4.0,0.4083,0.3107,30.77,10680.56,18.18,4.95,56.05,281.13,0.0242,,4.3,1.11,0.0803,21.45,2.2,,1.69,0.5231,16.86,,,0.9879,0.00339987,42.23,4171.59,7.234,0.2589,146.4,,0.7784,0.4329,388.1,31.15,,,0.6489,498.6,0.18362,0.4834,6.2854,5.407
2022-01-14,850.15,1.02,6.15,0.3631,0.2908,29.45,9936.89,15.57,4.71,53.02,257.95,0.0228,,3.6,1.02,0.0684,17.49,2.2,,1.58,0.5166,15.14,,,0.9599,0.00328566,36.44,3750.05,4.408,0.2009,112.3,,0.6283,0.3125,302.5,21.28,,,0.4553,383.9,0.10622,0.3554,7.0621,3.753
2022-01-21,777.24,0.9375,8.61,0.3043,0.2339,28.54,9967.12,15.25,4.08,51.04,231.62,0.0205,,3.12,0.9116,0.0615,16.29,2.02,,1.4,0.4552,12.98,,,0.8038,0.00316185,32.98,3352.51,4.291,0.1952,108.6,2.6644,0.6013,0.3376,290.0,19.23,,,0.4851,377.2,0.11336,0.3107,6.1111,3.749
2022-01-28,761.53,0.9024,11.79,0.3246,0.204,26.05,9653.67,15.07,3.95,49.82,224.53,0.0198,,2.61,0.962,0.053,15.16,2.17,,1.3,0.3815,12.09,,,0.7826,0.00314386,31.82,3600.52,4.742,0.2238,127.6,2.6683,0.6825,0.3844,324.7,23.36,,,0.5528,419.9,0.15139,0.3487,6.7915,3.922
2022-02-04,677.8,0.8043,9.83,0.318,0.208,26.7,9701.38,14.18,3.57,48.06,216.41,0.0189,,2.44,0.8954,0.0505,13.87,2.21,,1.23,0.3618,12.45,,,0.7896,0.00319977,33.05,3452.62,6.07,0.2104,125.6,2.7641,0.8057,0.3677,333.6,19.75,,,0.5415,397.9,0.12471,0.3355,7.1624,3.488
2022-02-11,695.24,0.7798,9.05,0.3105,0.1904,27.37,10051.89,13.28,3.41,44.52,207.5,0.0181,,2.38,0.879,0.0453,14.75,2.2,,1.23,0.3305,11.13,,,0.7004,0.00299892,32.31,3455.51,5.64,0.1945,110.6,2.4212,0.7769,0.3194,302.6,18.7,,,0.5019,380.6,0.10954,0.3062,6.7726,2.864
2022-02-18,689.7,0.744,9.29,0.2678,0.1831,26.33,9344.45,13.07,3.25,42.34,206.38,0.0174,,2.55,0.8435,0.0448,13.57,2.08,,1.27,0.3279,11.15,,,0.6569,0.00298305,30.23,3420.03,5.206,0.181,102.9,2.1564,0.7215,0.4721,304.0,17.23,,,0.5192,360.1,0.15191,0.2621,6.2563,2.434
2022-02-25,690.71,0.6447,9.15,0.2598,0.1985,24.6,9525.64,12.52,2.94,41.88,227.43,0.0193,,2.52,0.8536,0.0419,13.35,1.97,,1.29,0.3022,11.23,,,0.7074,0.00298846,30.63,3461.12,5.377,0.1728,101.1,1.9526,0.7251,0.472,282.0,16.62,,,0.5171,375.0,0.12634,0.3154,6.3355,2.494
2022-03-04,726.46,0.6769,8.61,0.249,0.1831,24.7,9592.17,12.63,2.61,40.9,216.28,0.0211,,2.22,0.8497,0.0379,14.05,1.88,,1.35,0.2989,10.71,,,0.5917,0.00300139,32.27,3564.31,4.995,0.1763,101.7,1.8552,0.7602,0.4707,279.7,15.75,,,0.4872,361.4,0.11937,0.3153,6.8076,2.286
2022-03-11,723.4,0.6599,8.17,0.2584,0.1788,24.86,9204.05,12.37,2.49,39.97,212.03,0.0198,,2.17,0.878,0.0373,14.85,1.97,,1.27,0.2892,10.68,,,0.5476,0.00300622,31.73,3815.94,5.317,0.1972,114.9,1.9487,0.8057,0.4772,327.4,16.78,,,0.5151,390.8,0.12262,0.3275,6.2488,2.701
2022-03-18,710.02,0.6274,7.61,0.2697,0.1866,24.07,9301.78,12.03,2.17,39.43,195.5,0.0193,,2.14,0.9035,0.0386,14.32,1.95,,1.25,0.2931,11.17,,,0.5516,0.00298441,30.08,3503.56,6.108,0.2297,129.7,2.332,0.858,0.5317,376.6,21.9,,,0.6199,430.5,0.14585,0.4448,6.4475,3.181
2022-03-25,733.58,0.5725,7.56,0.27,0.1733,24.24,9516.75,12.21,2.23,35.2,173.89,0.0184,,1.89,0.8969,0.037,14.01,1.88,,1.33,0.2865,9.96,,,0.5158,0.00295974,28.37,3458.51,6.324,0.237,128.7,1.8235,0.8432,0.5653,378.6,22.66,,,0.6611,450.4,0.1692,0.4708,6.5917,3.661
2022-04-01,722.65,0.5847,7.25,0.267,0.1635,22.65,9604.8,12.57,2.37,38.31,190.83,0.0178,,1.91,0.8581,0.037,13.99,1.93,,1.31,0.2635,10.12,,,0.5211,0.00291538,25.49,3453.51,6.067,0.2004,110.3,1.7947,0.7543,0.4513,319.8,17.34,,,0.54,418.1,0.15973,0.3754,6.9988,2.887
2022-04-08,795.71,0.5802,6.72,0.2589,0.1758,20.47,9582.78,12.28,2.11,30.42,185.82,0.0152,,1.87,0.8086,0.036,14.47,1.95,,1.32,0.229,9.13,,,0.5223,0.00296956,27.52,3460.34,5.116,0.1965,108.8,1.518,0.7519,0.4304,328.1,16.41,,,0.5258,406.6,0.20406,0.3286,6.6822,2.635
2022-04-15,640.17,0.5773,6.02,0.2283,0.1655,21.69,9161.69,12.11,1.94,31.11,195.79,0.0127,,1.99,0.7486,0.0344,14.78,1.88,,1.38,0.2172,9.54,,,0.4585,0.00299037,26.22,3507.55,4.572,0.1896,104.6,1.2593,0.6981,0.4185,307.7,16.21,,,0.5278,398.8,0.16377,0.3435,6.4168,2.678
2022-04-22,665.16,0.5674,5.84,0.1973,0.1488,20.28,9430.25,10.78,2.06,31.35,206.87,0.0115,,1.82,0.692,0.0349,14.34,1.83,,1.36,0.2148,9.28,,,0.4873,0.00291601,25.17,3405.73,3.614,0.1757,99.3,1.0025,0.607,0.3422,284.0,13.05,,,0.4618,389.9,0.13497,0.2704,6.4236,2.218
2022-04-29,670.61,0.5434,5.69,0.2053,0.138,19.86,9045.38,10.36,2.13,31.3,211.62,0.00965674,,1.8,0.757,0.0341,14.93,1.66,,1.39,0.2035,8.84,,,0.4866,0.00258413,24.61,3208.95,3.535,0.1616,93.9,0.756,0.5662,0.3139,261.7,11.9,,,0.4189,355.9,0.11832,0.2428,6.2343,1.86
2022-05-06,569.03,0.5402,5.8,0.1936,0.1386,20.13,8801.98,11.0,2.09,31.11,220.72,0.00962436,,1.71,0.6671,0.0336,11.95,1.67,,1.4,0.2016,8.03,,,0.4844,0.00261109,22.56,3207.61,2.213,0.1453,71.6,0.5466,0.4481,0.2519,214.9,9.23,,,0.2669,312.4,0.08181,0.1814,6.1332,1.352
2022-05-13,570.0,0.5234,5.4,0.1959,0.1387,20.06,8492.39,9.45,0.4186,30.47,214.0,0.0090049,,1.58,0.6352,0.0367,10.62,1.64,,1.51,0.1967,7.77,,,0.5155,0.00253111,22.85,3071.3,2.25,0.1355,71.7,0.5167,0.4218,0.2586,197.9,8.22,,,0.2832,319.4,0.09298,0.1735,5.5674,1.092
2022-05-20,555.52,0.4822,4.81,0.163,0.1328,18.92,7307.22,8.61,0.369,27.07,197.81,0.00750618,,1.31,0.6034,0.0351,9.3,1.45,,1.48,0.178,6.99,,,0.4211,0.0021108,21.41,2668.72,2.104,0.1311,63.6,0.4566,0.3891,0.2485,185.2,7.12,,,0.2678,305.8,0.08507,0.1591,5.7432,0.952
2022-05-27,512.11,0.434,3.98,0.1396,0.1145,15.78,6513.29,7.49,0.3991,25.54,187.58,0.00595336,,1.1,0.5381,0.0335,7.31,1.21,,1.39,0.1517,5.36,,,0.4261,0.00198712,19.98,2446.43,2.017,0.1435,63.2,0.4649,0.3953,0.2951,179.9,7.35,,,0.2974,299.1,0.08055,0.1469,5.4148,0.883
2022-06-03,435.51,0.3628,3.32,0.1271,0.107,14.86,6198.34,6.65,0.3929,22.83,168.99,0.00534592,,1.06,0.4683,0.0275,6.72,1.02,,1.22,0.1303,4.88,,,0.3722,0.00200995,16.55,2255.95,1.547,0.1185,47.9,0.4218,0.3433,0.2429,146.0,5.64,,,0.2494,254.8,0.06629,0.1135,5.401,0.735
2022-06-10,385.14,0.331,2.79,0.1133,0.0809,13.63,5707.75,5.47,0.3769,19.9,148.08,0.00584715,,0.8862,0.431,0.0231,5.83,0.9078,,0.9727,0.1227,4.48,,,0.3586,0.00181548,15.07,2154.99,1.301,0.1148,54.29,0.2361,0.3264,0.2095,120.6,5.49,,,0.2176,215.1,0.05028,0.0792,4.8594,0.7
2022-06-17,326.58,0.3334,2.47,0.1133,0.0712,13.2,4940.3,5.1,0.4056,18.25,146.05,0.00513025,,0.8052,0.3883,0.0191,4.73,0.8568,,0.931,0.1102,4.14,,,0.3245,0.00178697,14.53,2119.99,1.355,0.1203,56.61,0.3833,0.3592,0.2457,112.9,5.76,,,0.2433,233.9,0.05666,0.0824,3.9604,0.72
2022-06-24,317.38,0.3401,2.32,0.101,0.0732,13.02,4876.65,5.0,0.3897,18.38,148.22,0.00455698,,0.7764,0.386,0.0197,4.59,0.8301,,0.9137,0.1077,4.27,,,0.3337,0.00178611,12.03,2034.38,1.212,0.1091,50.95,0.3274,0.3215,0.2342,105.7,5.24,,,0.2313,219.2,0.04796,0.0741,4.2955,0.678
2022-07-01,321.89,0.3417,2.32,0.0992,0.0801,12.68,4828.92,4.49,0.3749,17.84,146.3,0.00446132,,0.7566,0.4206,0.0209,4.45,0.9046,,1.0,0.1155,4.22,,,0.3325,0.0017832,11.45,1946.3,1.377,0.1075,52.12,0.3629,0.3255,0.2466,106.8,6.39,,,0.2512,234.7,0.04812,0.077,4.1099,0.77
2022-07-08,348.32,0.3289,2.3,0.1057,0.0719,12.57,4857.1,4.43,0.3644,17.32,141.66,0.00437332,,0.7912,0.349,0.0207,4.56,0.9534,,0.9376,0.12,3.89,,,0.3548,0.00179126,12.41,1843.54,1.265,0.1066,55.76,0.4284,0.3433,0.2364,110.3,7.23,,,0.2327,247.8,0.05447,0.0794,3.9189,0.896
2022-07-15,339.29,0.3444,2.47,0.1041,0.0727,13.03,4853.23,3.95,0.3653,18.3,141.87,0.00437813,,0.6848,0.3503,0.0216,4.41,0.8875,,0.9122,0.1167,3.76,,,0.3482,0.00180727,10.68,1994.49,1.356,0.1132,58.39,0.4563,0.3586,0.2535,131.9,6.61,,,0.2523,261.4,0.05693,0.0844,4.0915,0.844
2022-07-22,346.05,0.3864,2.71,0.1133,0.0699,13.14,4785.8,3.92,0.3545,17.73,140.04,0.00446486,,0.6583,0.3378,0.0217,4.42,0.8889,,0.8887,0.1122,3.35,,,0.3253,0.00178473,10.98,2087.34,1.42,0.1176,59.74,0.444,0.3792,0.2673,139.3,8.99,,,0.2808,283.4,0.05717,0.0957,4.1627,0.858
2022-07-29,339.61,0.3847,2.57,0.107,0.0708,14.72,4848.73,4.1,0.3507,17.41,137.96,0.00339935,,0.6596,0.3478,0.0244,4.45,0.8895,,0.8698,0.1097,3.3,,,0.3106,0.00180626,11.15,1999.86,1.595,0.1239,61.1,0.404,0.3722,0.2704,141.0,8.24,,,0.2886,322.8,0.05941,0.1043,4.4515,0.85
