date,AAVE,ADA,APT,AVAX,BTC,DOT,DYDX,ETH,FIL,JUP,LINK,POL,NEAR,OKB,ONDO,RENDER,SOL,GRAM,TRX,UNI,ZEC,INJ,XLM,LTC,XRP,GLM,BCH,ICP,BNB,RAY,GT,PENDLE,HBAR,ETHFI,HYPE
2021-08-27,1831.46,2.26,,62.56,18454.33,29.52,8.76,83.66,429.72,,1.78,0.1536,51.88,3.1,,0.8221,32.6,1.75,0.00735895,87.38,4050.14,13.382,0.3976,232.2,1.3076,0.5899,764.5,79.33,504.8,12.46,4.802,,0.3067,,
2021-09-03,1898.85,2.5,,67.76,17145.01,29.53,8.85,79.86,460.28,,1.73,0.1592,53.62,3.08,,0.937,32.97,1.74,0.00753567,85.11,4341.73,12.213,0.3326,183.0,1.1181,0.5437,646.5,59.43,416.3,16.484,4.907,,0.42466,,
2021-09-10,1858.28,2.35,,64.0,17681.9,26.41,8.95,88.0,457.75,,1.85,0.1604,54.12,3.01,,0.9145,32.81,1.93,0.00727276,94.33,4381.64,10.918,0.3134,175.6,1.0483,0.5087,608.7,57.16,408.6,12.0,5.1439,,0.39644,,
2021-09-17,1836.46,2.63,,61.79,17645.46,28.41,9.08,81.12,453.98,,2.03,0.1589,54.6,2.99,,0.888,32.95,1.6,0.00718852,99.63,4595.15,10.682,0.276,150.7,0.9436,0.4448,503.2,43.69,344.0,9.687,3.6138,,0.33465,,
2021-09-24,1978.79,2.62,,63.05,18160.08,28.57,9.82,86.13,431.39,,2.09,0.1682,52.26,3.19,,0.922,35.51,1.71,0.00713179,98.28,4809.8,10.83,0.3148,170.5,1.0552,0.5172,571.0,50.32,430.5,11.544,4.174,,0.397571,,
2021-10-01,2044.84,2.81,,64.68,17764.34,30.54,9.67,83.21,449.74,,2.3,0.1682,53.15,3.43,,1.0,36.99,1.74,0.00734396,103.16,5372.94,10.929,0.3311,174.8,1.1352,0.5546,584.7,44.91,404.1,9.568,3.92,,0.33961,,
2021-10-08,1996.4,2.92,,74.48,19558.17,31.88,9.92,86.16,461.04,,2.22,0.1761,50.21,3.6,,1.04,35.31,1.82,0.00771128,105.82,5477.94,11.995,0.3834,183.7,1.0944,0.5145,612.5,44.11,470.9,9.546,4.4549,,0.355271,,
2021-10-15,2000.29,2.94,,65.61,20218.91,31.25,9.52,91.92,460.73,,2.36,0.1957,54.67,3.67,,1.1,36.37,2.01,0.00795861,105.62,5856.04,12.011,0.3723,190.4,1.0821,0.5343,617.2,43.32,475.8,10.228,5.2663,,0.36708,,
2021-10-22,2039.54,2.94,,66.36,21751.56,32.98,9.52,96.99,504.74,,2.38,0.2274,60.31,3.84,,1.18,35.5,1.83,0.00762091,105.86,6609.59,10.85,0.3725,191.9,1.1128,0.5777,596.9,44.96,524.6,10.605,6.2984,0.75897,0.40697,,
2021-10-29,1973.82,2.85,,70.53,21592.4,36.12,10.46,100.27,511.12,,2.53,0.2442,60.14,3.73,,1.26,38.16,1.84,0.00777872,109.72,6231.4,13.234,0.3636,202.0,1.2198,0.5537,600.4,53.52,649.6,12.662,7.4434,0.70168,0.39406,,
2021-11-05,1862.09,3.03,,75.56,21900.1,39.29,12.37,110.68,516.92,,2.47,0.2307,60.25,3.86,,1.45,45.2,2.01,0.00840235,119.35,6728.93,11.906,0.3773,279.3,1.1879,0.5174,679.5,48.33,650.8,11.208,7.1226,0.73639,0.43779,,
2021-11-12,1902.89,2.97,,83.04,22740.13,40.59,11.18,112.12,474.14,,2.32,0.2064,58.23,4.09,,1.4,47.3,2.13,0.00773114,109.69,6632.72,12.377,0.3434,221.1,1.0569,0.558,574.4,43.24,584.0,10.283,6.2278,0.6317,0.3849,,
2021-11-19,1653.53,2.48,,72.55,20539.4,39.79,8.28,103.47,434.06,,2.02,0.1684,46.59,4.04,,1.12,38.87,2.02,0.00700367,101.48,6332.79,12.136,0.3236,199.5,0.9687,0.7361,568.7,41.86,611.3,9.977,6.5918,0.4458,0.33304,,
2021-11-26,1349.0,2.21,,70.08,19550.18,36.7,7.48,94.17,441.78,,1.77,0.1517,43.73,3.56,,0.9615,33.63,1.92,0.00606031,89.66,5982.34,9.832,0.279,156.3,0.8045,0.4658,453.0,30.37,557.8,8.997,6.271,0.36039,0.27508,,
2021-12-03,1328.43,2.04,,66.0,15497.45,30.34,6.75,90.64,401.51,,1.59,0.1241,40.11,3.17,,0.9637,30.37,1.8,0.00566854,82.94,5934.09,9.392,0.2756,159.0,0.8393,0.4788,458.0,28.48,570.3,8.004,6.0687,0.29576,0.25576,,
2021-12-10,1209.96,1.97,,59.46,14277.53,25.78,6.64,82.89,402.81,,1.43,0.1138,39.78,2.95,,0.8975,29.29,1.58,0.00497521,76.43,5719.55,8.225,0.2533,153.2,0.835,0.4459,432.8,22.65,529.8,7.197,5.7983,0.30707,0.32276,,
2021-12-17,1085.61,1.8,,50.62,13582.06,22.8,5.74,78.84,394.89,,1.3,0.0952,35.99,2.83,,0.8204,24.06,1.21,0.00467505,66.96,5245.18,9.3,0.2914,155.7,0.92,0.4937,451.6,26.69,546.4,7.604,6.7502,0.27869,0.31844,,
2021-12-24,1079.09,1.63,,45.13,12216.77,19.67,5.29,71.52,324.21,,1.15,0.0884,30.53,2.62,,0.7441,20.49,1.06,0.00401998,59.03,4945.73,8.551,0.2921,151.2,0.8586,0.5267,447.7,27.31,531.0,6.881,6.6057,0.33209,0.31178,,
2021-12-31,999.24,1.35,,39.83,11622.08,18.58,4.95,65.45,301.29,,1.13,0.0847,25.93,2.34,,0.6505,18.73,0.9828,0.00363034,53.73,5009.03,6.74,0.2609,130.9,0.753,0.4118,376.8,36.15,438.7,5.357,6.2854,0.46978,0.27129,,
2022-01-07,939.64,1.22,4.0,30.77,10680.56,18.18,4.95,56.05,281.13,,1.11,0.0803,21.45,2.2,,0.5231,16.86,0.9879,0.00339987,42.23,4171.59,7.234,0.2589,146.4,0.7784,0.4329,388.1,31.15,498.6,5.407,7.0621,0.44779,0.27913,,
2022-01-14,850.15,1.02,6.15,29.45,9936.89,15.57,4.71,53.02,257.95,,1.02,0.0684,17.49,2.2,,0.5166,15.14,0.9599,0.00328566,36.44,3750.05,4.408,0.2009,112.3,0.6283,0.3125,302.5,21.28,383.9,3.753,6.1111,0.29596,0.22221,,
2022-01-21,777.24,0.9375,8.61,28.54,9967.12,15.25,4.08,51.04,231.62,,0.9116,0.0615,16.29,2.02,,0.4552,12.98,0.8038,0.00316185,32.98,3352.51,4.291,0.1952,108.6,0.6013,0.3376,290.0,19.23,377.2,3.749,6.7915,0.24769,0.21857,,
2022-01-28,761.53,0.9024,11.79,26.05,9653.67,15.07,3.95,49.82,224.53,,0.962,0.053,15.16,2.17,,0.3815,12.09,0.7826,0.00314386,31.82,3600.52,4.742,0.2238,127.6,0.6825,0.3844,324.7,23.36,419.9,3.922,7.1624,0.27871,0.25798,,
2022-02-04,677.8,0.8043,9.83,26.7,9701.38,14.18,3.57,48.06,216.41,,0.8954,0.0505,13.87,2.21,,0.3618,12.45,0.7896,0.00319977,33.05,3452.62,6.07,0.2104,125.6,0.8057,0.3677,333.6,19.75,397.9,3.488,6.7726,0.27129,0.22658,,
2022-02-11,695.24,0.7798,9.05,27.37,10051.89,13.28,3.41,44.52,207.5,,0.879,0.0453,14.75,2.2,,0.3305,11.13,0.7004,0.00299892,32.31,3455.51,5.64,0.1945,110.6,0.7769,0.3194,302.6,18.7,380.6,2.864,6.2563,0.23134,0.21492,,
2022-02-18,689.7,0.744,9.29,26.33,9344.45,13.07,3.25,42.34,206.38,,0.8435,0.0448,13.57,2.08,,0.3279,11.15,0.6569,0.00298305,30.23,3420.03,5.206,0.181,102.9,0.7215,0.4721,304.0,17.23,360.1,2.434,6.3355,0.18997,0.20946,,
2022-02-25,690.71,0.6447,9.15,24.6,9525.64,12.52,2.94,41.88,227.43,,0.8536,0.0419,13.35,1.97,,0.3022,11.23,0.7074,0.00298846,30.63,3461.12,5.377,0.1728,101.1,0.7251,0.472,282.0,16.62,375.0,2.494,6.8076,0.15929,0.2024,,
2022-03-04,726.46,0.6769,8.61,24.7,9592.17,12.63,2.61,40.9,216.28,,0.8497,0.0379,14.05,1.88,,0.2989,10.71,0.5917,0.00300139,32.27,3564.31,4.995,0.1763,101.7,0.7602,0.4707,279.7,15.75,361.4,2.286,6.2488,0.12803,0.19946,,
2022-03-11,723.4,0.6599,8.17,24.86,9204.05,12.37,2.49,39.97,212.03,,0.878,0.0373,14.85,1.97,,0.2892,10.68,0.5476,0.00300622,31.73,3815.94,5.317,0.1972,114.9,0.8057,0.4772,327.4,16.78,390.8,2.701,6.4475,0.15855,0.20926,,
2022-03-18,710.02,0.6274,7.61,24.07,9301.78,12.03,2.17,39.43,195.5,,0.9035,0.0386,14.32,1.95,,0.2931,11.17,0.5516,0.00298441,30.08,3503.56,6.108,0.2297,129.7,0.858,0.5317,376.6,21.9,430.5,3.181,6.5917,0.16516,0.24244,,
2022-03-25,733.58,0.5725,7.56,24.24,9516.75,12.21,2.23,35.2,173.89,,0.8969,0.037,14.01,1.88,,0.2865,9.96,0.5158,0.00295974,28.37,3458.51,6.324,0.237,128.7,0.8432,0.5653,378.6,22.66,450.4,3.661,6.9988,0.22741,0.24803,,
2022-04-01,722.65,0.5847,7.25,22.65,9604.8,12.57,2.37,38.31,190.83,,0.8581,0.037,13.99,1.93,,0.2635,10.12,0.5211,0.00291538,25.49,3453.51,6.067,0.2004,110.3,0.7543,0.4513,319.8,17.34,418.1,2.887,6.6822,0.1753,0.20841,,
2022-04-08,795.71,0.5802,6.72,20.47,9582.78,12.28,2.11,30.42,185.82,,0.8086,0.036,14.47,1.95,,0.229,9.13,0.5223,0.00296956,27.52,3460.34,5.116,0.1965,108.8,0.7519,0.4304,328.1,16.41,406.6,2.635,6.4168,0.14885,0.19265,,
2022-04-15,640.17,0.5773,6.02,21.69,9161.69,12.11,1.94,31.11,195.79,,0.7486,0.0344,14.78,1.88,,0.2172,9.54,0.4585,0.00299037,26.22,3507.55,4.572,0.1896,104.6,0.6981,0.4185,307.7,16.21,398.8,2.678,6.4236,0.13675,0.18582,,
2022-04-22,665.16,0.5674,5.84,20.28,9430.25,10.78,2.06,31.35,206.87,,0.692,0.0349,14.34,1.83,,0.2148,9.28,0.4873,0.00291601,25.17,3405.73,3.614,0.1757,99.3,0.607,0.3422,284.0,13.05,389.9,2.218,6.2343,0.09522,0.14576,,
2022-04-29,670.61,0.5434,5.69,19.86,9045.38,10.36,2.13,31.3,211.62,,0.757,0.0341,14.93,1.66,,0.2035,8.84,0.4866,0.00258413,24.61,3208.95,3.535,0.1616,93.9,0.5662,0.3139,261.7,11.9,355.9,1.86,6.1332,0.08351,0.12773,,
2022-05-06,569.03,0.5402,5.8,20.13,8801.98,11.0,2.09,31.11,220.72,,0.6671,0.0336,11.95,1.67,,0.2016,8.03,0.4844,0.00261109,22.56,3207.61,2.213,0.1453,71.6,0.4481,0.2519,214.9,9.23,312.4,1.352,5.5674,0.06142,0.10804,,
2022-05-13,570.0,0.5234,5.4,20.06,8492.39,9.45,0.4186,30.47,214.0,,0.6352,0.0367,10.62,1.64,,0.1967,7.77,0.5155,0.00253111,22.85,3071.3,2.25,0.1355,71.7,0.4218,0.2586,197.9,8.22,319.4,1.092,5.7432,0.05083,0.10438,,
2022-05-20,555.52,0.4822,4.81,18.92,7307.22,8.61,0.369,27.07,197.81,,0.6034,0.0351,9.3,1.45,,0.178,6.99,0.4211,0.0021108,21.41,2668.72,2.104,0.1311,63.6,0.3891,0.2485,185.2,7.12,305.8,0.952,5.4148,0.04818,0.090575,,
2022-05-27,512.11,0.434,3.98,15.78,6513.29,7.49,0.3991,25.54,187.58,,0.5381,0.0335,7.31,1.21,,0.1517,5.36,0.4261,0.00198712,19.98,2446.43,2.017,0.1435,63.2,0.3953,0.2951,179.9,7.35,299.1,0.883,5.401,0.05037,0.09359,,
2022-06-03,435.51,0.3628,3.32,14.86,6198.34,6.65,0.3929,22.83,168.99,,0.4683,0.0275,6.72,1.02,,0.1303,4.88,0.3722,0.00200995,16.55,2255.95,1.547,0.1185,47.9,0.3433,0.2429,146.0,5.64,254.8,0.735,4.8594,0.04633,0.069369,,
2022-06-10,385.14,0.331,2.79,13.63,5707.75,5.47,0.3769,19.9,148.08,,0.431,0.0231,5.83,0.9078,,0.1227,4.48,0.3586,0.00181548,15.07,2154.99,1.301,0.1148,54.29,0.3264,0.2095,120.6,5.49,215.1,0.7,3.9604,0.04101,0.06653,,
2022-06-17,326.58,0.3334,2.47,13.2,4940.3,5.1,0.4056,18.25,146.05,,0.3883,0.0191,4.73,0.8568,,0.1102,4.14,0.3245,0.00178697,14.53,2119.99,1.355,0.1203,56.61,0.3592,0.2457,112.9,5.76,233.9,0.72,4.2955,0.04293,0.068735,,
2022-06-24,317.38,0.3401,2.32,13.02,4876.65,5.0,0.3897,18.38,148.22,,0.386,0.0197,4.59,0.8301,,0.1077,4.27,0.3337,0.00178611,12.03,2034.38,1.212,0.1091,50.95,0.3215,0.2342,105.7,5.24,219.2,0.678,4.1099,0.04166,0.062383,,
2022-07-01,321.89,0.3417,2.32,12.68,4828.92,4.49,0.3749,17.84,146.3,,0.4206,0.0209,4.45,0.9046,,0.1155,4.22,0.3325,0.0017832,11.45,1946.3,1.377,0.1075,52.12,0.3255,0.2466,106.8,6.39,234.7,0.77,3.9189,0.04575,0.06488,,
2022-07-08,348.32,0.3289,2.3,12.57,4857.1,4.43,0.3644,17.32,141.66,,0.349,0.0207,4.56,0.9534,,0.12,3.89,0.3548,0.00179126,12.41,1843.54,1.265,0.1066,55.76,0.3433,0.2364,110.3,7.23,247.8,0.896,4.0915,0.04858,0.064805,,
2022-07-15,339.29,0.3444,2.47,13.03,4853.23,3.95,0.3653,18.3,141.87,,0.3503,0.0216,4.41,0.8875,,0.1167,3.76,0.3482,0.00180727,10.68,1994.49,1.356,0.1132,58.39,0.3586,0.2535,131.9,6.61,261.4,0.844,4.1627,0.05424,0.072254,,
2022-07-22,346.05,0.3864,2.71,13.14,4785.8,3.92,0.3545,17.73,140.04,,0.3378,0.0217,4.42,0.8889,,0.1122,3.35,0.3253,0.00178473,10.98,2087.34,1.42,0.1176,59.74,0.3792,0.2673,139.3,8.99,283.4,0.858,4.4515,0.05992,0.075598,,
2022-07-29,339.61,0.3847,2.57,14.72,4848.73,4.1,0.3507,17.41,137.96,,0.3478,0.0244,4.45,0.8895,,0.1097,3.3,0.3106,0.00180626,11.15,1999.86,1.595,0.1239,61.1,0.3722,0.2704,141.0,8.24,322.8,0.85,4.7602,0.05848,0.076789,,
2022-08-05,332.77,0.3949,2.62,14.86,4619.0,3.96,0.3603,17.27,141.08,,0.332,0.0225,4.05,0.8869,,0.1113,3.03,0.3188,0.00165739,10.71,2065.05,1.827,0.1257,63.14,0.3757,0.2965,139.5,8.01,317.6,0.854,5.0549,0.06081,0.078918,,
2022-08-12,352.15,0.4211,2.54,12.89,4886.66,3.62,0.3745,17.76,142.86,,0.3438,0.0217,4.09,0.8854,,0.1117,2.8,0.2881,0.00152284,10.41,2060.5,1.839,0.111,55.67,0.3449,0.2633,119.7,6.45,301.9,0.712,4.5693,0.05392,0.069515,,
2022-08-19,348.92,0.4487,2.57,11.95,5117.99,3.63,0.3609,18.47,141.64,,0.335,0.0223,3.96,0.8261,,0.1141,2.63,0.2718,0.00149277,10.67,2004.04,1.501,0.1027,53.41,0.3224,0.2439,112.6,6.29,276.5,0.63,4.3228,0.05202,0.062548,,
2022-08-26,341.92,0.4496,2.54,11.59,5036.97,3.69,0.3419,18.7,140.01,,0.327,0.0229,4.05,0.8104,,0.1047,2.58,0.2766,0.00141546,10.38,1850.26,1.601,0.1064,60.9,0.3317,0.2367,118.3,6.69,279.1,0.675,4.2121,0.06509,0.061467,,
2022-09-02,346.73,0.4444,2.67,11.18,5102.11,3.58,0.33,19.77,126.76,,0.3304,0.0235,4.25,0.7714,,0.1086,2.48,0.2782,0.00142909,10.72,1777.0,1.87,0.1144,62.16,0.3552,0.3293,130.3,7.18,295.3,0.676,4.3301,0.06609,0.06397,,
2022-09-09,350.57,0.4443,2.86,11.5,5111.83,3.68,0.3296,19.95,151.04,,0.3198,0.0243,4.08,0.7887,,0.103,2.27,0.2851,0.0014337,10.57,1818.73,1.447,0.1069,52.63,0.3576,0.2915,111.8,5.85,266.2,0.551,4.1187,0.05722,0.057531,,
2022-09-16,360.28,0.4291,2.95,12.27,5277.45,3.56,0.2917,20.73,145.41,,0.348,0.023,4.26,0.7898,,0.1052,2.24,0.2701,0.00136704,11.26,1826.47,1.798,0.1173,52.53,0.4917,0.2706,113.5,5.9,274.3,0.555,4.2146,0.05568,0.058891,,
2022-09-23,334.28,0.3978,2.83,12.72,4834.51,3.4,0.2815,20.94,136.0,,0.3327,0.0217,4.42,0.8413,,0.1015,2.18,0.2832,0.00136892,10.9,1741.69,1.565,0.1185,51.82,0.4485,0.2614,114.3,5.91,284.7,0.552,4.2724,0.05286,0.056341,,
2022-09-30,327.44,0.4065,3.2,12.06,4670.49,3.47,0.2895,20.84,134.95,,0.3108,0.0221,4.47,0.7957,,0.0203,2.03,0.2804,0.00133637,9.43,1763.98,1.915,0.1287,53.9,0.5325,0.2678,117.2,5.85,278.2,0.549,4.3572,0.05269,0.060178,,
2022-10-07,327.86,0.3739,2.97,10.63,4567.67,3.34,0.27,19.99,130.98,,0.2857,0.0202,4.59,0.8299,,0.0205,1.92,0.2826,0.0013392,9.51,1893.34,1.904,0.1135,51.43,0.4766,0.2505,110.3,4.99,272.5,0.493,4.4351,0.0509,0.061386,,
2022-10-14,310.46,0.3712,2.64,11.5,4487.73,3.45,0.2803,19.83,122.35,,0.2908,0.0208,4.63,0.8652,,0.0218,1.96,0.2946,0.00137,9.8,1957.87,1.936,0.112,54.03,0.4688,0.2541,110.8,5.03,276.0,0.497,4.3978,0.05228,0.060644,,
2022-10-21,313.03,0.3616,2.68,9.41,4302.59,3.59,0.2687,19.19,112.32,,0.2995,0.0198,4.51,0.8563,,0.0217,1.95,0.3157,0.00147119,9.95,1967.88,2.194,0.1112,55.35,0.4582,0.2698,116.1,5.32,313.5,0.524,4.5817,0.05896,0.06058,,
2022-10-28,323.66,0.3801,2.73,10.64,4214.74,3.74,0.2479,19.2,123.36,,0.3047,0.0205,4.77,0.7734,,0.0226,1.75,0.2919,0.0015121,10.45,1952.52,2.594,0.109,68.26,0.4709,0.2818,116.7,5.21,337.9,0.506,4.7793,0.06284,0.059169,,
2022-11-04,316.71,0.3691,2.64,11.77,4307.75,3.85,0.2236,19.79,116.15,,0.3111,0.0215,4.72,0.801,,0.0218,1.63,0.3109,0.00149276,9.56,1889.77,1.812,0.0882,57.37,0.3408,0.1966,99.6,3.946,276.4,0.1854,3.5251,0.03442,0.045089,,
2022-11-11,323.08,0.3503,2.43,11.58,4069.65,3.88,0.234,19.29,114.51,,0.3124,0.0219,4.82,0.757,,0.0207,1.58,0.2985,0.00148513,10.21,1931.16,1.572,0.0865,62.12,0.3608,0.213,104.8,3.606,264.2,0.183,3.4871,0.03755,0.046123,,
2022-11-18,311.94,0.3643,2.17,10.74,4086.21,3.74,0.2392,18.78,112.59,,0.2987,0.0212,4.94,0.7498,,0.0203,1.67,0.2909,0.00143231,9.57,1802.35,1.579,0.0902,74.92,0.3962,0.2202,111.2,3.898,307.6,0.2144,3.6699,0.04505,0.049145,,
2022-11-25,292.24,0.3765,2.17,10.53,4169.91,3.6,0.2426,18.37,119.64,,0.3179,0.0236,4.88,0.7891,,0.0202,1.78,0.2872,0.00144286,9.77,1858.68,1.631,0.0877,77.07,0.3895,0.2229,111.0,4.347,291.8,0.1982,3.6086,0.0501,0.048197,,
2022-12-02,308.57,0.3893,2.13,10.53,4197.25,3.55,0.2494,19.11,124.63,,0.3293,0.0234,5.52,0.813,,0.0207,1.97,0.2998,0.00151556,10.71,1970.9,1.62,0.0838,76.5,0.3809,0.2284,106.3,4.221,284.4,0.1881,3.5981,0.05392,0.047924,,
2022-12-09,327.09,0.3822,2.6,12.03,4418.14,3.64,0.2453,20.14,125.17,,0.323,0.0229,5.94,0.8207,,0.0203,1.95,0.2934,0.00152028,10.39,1941.39,1.409,0.0764,64.37,0.3499,0.2284,102.0,3.68,251.0,0.1556,3.3823,0.04708,0.04382,,
2022-12-16,329.8,0.4118,2.57,10.93,4730.12,3.77,0.248,21.86,127.87,,0.3536,0.0249,6.05,0.8444,,0.0196,2.03,0.3101,0.00168769,11.85,1974.17,1.311,0.0739,69.15,0.3457,0.1949,101.4,3.766,243.24,0.1482,3.406,0.04822,0.043479,,
2022-12-23,309.19,0.4512,2.34,12.2,4570.33,3.91,0.2317,23.46,124.22,,0.3918,0.0217,5.93,0.8894,,0.0202,1.96,0.3152,0.00173543,11.46,2035.57,1.274,0.0726,70.91,0.3387,0.1778,96.8,4.021,244.53,0.1389,3.0164,0.04718,0.038083,,
2022-12-30,316.35,0.4781,1.99,13.22,4908.44,4.07,0.2229,24.12,121.15,,0.3492,0.0225,5.88,0.9108,,0.0203,2.19,0.3054,0.00176185,12.28,2062.94,1.415,0.0773,78.68,0.3452,0.1845,103.7,4.115,266.88,0.1527,3.2033,0.04894,0.04184,,
2023-01-06,317.92,0.5131,2.06,12.6,4850.0,4.14,0.2108,25.32,132.53,,0.38,0.0234,6.21,0.952,,0.0199,2.09,0.2722,0.00173532,12.65,2129.98,1.653,0.088,87.37,0.3845,0.2234,124.8,5.148,302.87,0.2383,3.8334,0.10265,0.052251,,
2023-01-13,313.36,0.5105,2.34,13.25,5132.79,4.38,0.2314,26.25,144.23,,0.3712,0.0254,6.31,0.9877,,0.0195,2.28,0.2988,0.00167303,12.3,2195.02,1.94,0.091,87.58,0.4004,0.2313,128.6,5.542,303.46,0.2287,4.0504,0.08572,0.069034,,
2023-01-20,336.73,0.4928,2.53,12.52,5217.53,4.7,0.227,28.51,141.71,,0.3991,0.0276,6.18,1.04,,0.0182,2.49,0.3252,0.00168158,12.91,2176.4,2.524,0.0944,94.84,0.4134,0.2478,136.6,6.239,318.43,0.2502,4.3305,0.08267,0.069423,,
2023-01-27,349.04,0.5409,2.73,13.78,5673.67,4.64,0.2229,29.87,153.27,,0.4188,0.0298,6.17,1.1,,0.0178,2.56,0.3591,0.00173857,12.79,2224.87,3.603,0.0909,96.63,0.3984,0.2534,134.4,5.621,326.88,0.2483,4.294,0.07807,0.06988,,
2023-02-03,349.67,0.5727,3.1,14.77,5530.8,4.86,0.2191,30.25,155.58,,0.4683,0.031,6.65,1.14,,0.0166,2.51,0.3281,0.00177024,13.05,2266.94,3.347,0.0851,92.51,0.3747,0.2465,122.9,5.51,312.75,0.2782,4.3274,0.12705,0.086759,,
2023-02-10,377.92,0.579,3.06,15.99,5727.05,5.05,0.2135,32.56,169.29,,0.4955,0.0301,7.55,1.26,,0.016,2.66,0.3289,0.00180645,12.84,2305.67,4.162,0.0905,97.43,0.3863,0.2641,136.0,7.348,316.77,0.3147,4.6089,0.182,0.087417,,
2023-02-17,411.28,0.6126,3.42,16.36,5722.69,5.21,0.2132,32.26,172.24,,0.4885,0.03,8.11,1.28,,0.0152,2.78,0.3451,0.00182195,13.13,2390.75,3.779,0.089,95.27,0.3779,0.2719,136.3,6.242,304.45,0.2867,5.4175,0.14444,0.074876,,
2023-02-24,393.03,0.657,3.7,16.33,6317.12,5.38,0.1987,27.71,173.85,,0.5192,0.0276,8.65,1.32,,0.0146,2.97,0.3713,0.00186149,14.14,2380.92,3.344,0.0827,89.93,0.3668,0.2493,124.0,5.339,291.14,0.2812,4.9959,0.22233,0.063964,,
2023-03-03,405.39,0.6901,3.88,16.29,4779.13,5.88,0.181,30.46,182.87,,0.5738,0.0267,9.78,1.35,,0.0151,3.22,0.3837,0.00193767,13.63,2256.75,3.696,0.0822,76.26,0.3714,0.2047,120.2,5.226,273.77,0.2531,4.8614,0.2761,0.061897,,
2023-03-10,422.35,0.7442,3.89,17.5,5209.95,5.85,0.1902,30.92,185.69,,0.4992,0.0272,11.69,1.42,,0.0145,3.64,0.4172,0.00208396,13.35,2163.22,4.28,0.0877,83.98,0.3857,0.2516,135.7,5.407,339.71,0.2623,5.4735,0.37542,0.064897,,
2023-03-17,463.67,0.7766,3.97,19.86,5487.33,5.85,0.1869,32.13,194.94,,0.5044,0.0298,12.71,1.35,,0.0136,3.66,0.447,0.00206418,14.94,2251.49,4.063,0.0918,93.32,0.4479,0.2372,124.7,4.985,326.78,0.2474,5.1376,0.33289,0.061979,,
2023-03-24,467.38,0.7413,4.0,17.69,5697.46,6.17,0.1889,33.01,203.89,,0.5355,0.0278,11.96,1.41,,0.0145,3.76,0.442,0.00215006,14.92,2417.21,5.157,0.1066,92.77,0.518,0.2384,123.0,5.065,313.24,0.252,5.0962,0.35894,0.073048,,
2023-03-31,489.35,0.7973,4.3,20.07,6091.79,5.91,0.1915,32.57,210.42,,0.5395,0.0275,12.13,1.48,,0.0141,3.65,0.4627,0.00206493,16.21,2255.25,5.701,0.1048,90.58,0.5054,0.2472,125.6,5.015,310.66,0.2364,5.3751,0.4806,0.064508,,
2023-04-07,521.27,0.8376,4.39,17.21,6167.15,6.28,0.1926,32.08,205.69,,0.5329,0.0288,11.41,1.56,,0.0142,4.03,0.4418,0.00202258,14.69,2192.56,9.309,0.1073,100.01,0.5209,0.2599,134.4,6.069,345.89,0.2761,5.5833,0.60307,0.069176,,
2023-04-14,545.18,0.85,4.57,16.68,6653.9,5.91,0.1973,34.85,246.71,,0.5345,0.0273,12.28,1.49,,0.0136,3.87,0.4238,0.00209443,15.85,2237.93,6.882,0.0945,86.75,0.4647,0.2362,119.8,5.417,328.55,0.2382,5.1951,0.44429,0.060244,,
2023-04-21,495.03,0.9183,4.48,16.83,6377.16,6.25,0.2026,38.35,235.74,,0.5155,0.0271,9.73,1.62,,0.0127,3.77,0.4378,0.00211519,15.25,2128.89,7.762,0.0944,88.22,0.4705,0.2349,117.7,6.404,324.25,0.2356,5.2729,0.47802,0.063472,,
2023-04-28,464.75,0.8265,4.25,16.77,6769.39,6.2,0.188,35.09,235.88,,0.5396,0.0258,10.51,1.5,,0.0114,3.84,0.47,0.00220793,14.25,2211.06,7.294,0.0918,83.42,0.449,0.2295,116.1,5.543,324.73,0.2183,5.18,0.37357,0.056473,,
2023-05-05,465.99,0.8291,3.64,14.94,6825.76,6.43,0.1753,34.52,227.14,,0.5347,0.0257,9.97,1.42,,0.0101,4.13,0.4943,0.00223881,14.97,2127.01,6.084,0.0887,83.5,0.4253,0.2162,115.2,5.194,314.0,0.1902,4.989,0.48322,0.051738,,
2023-05-12,489.84,0.8156,3.73,13.95,7328.21,5.96,0.1725,33.71,233.11,,0.5456,0.0265,10.24,1.45,,0.00947886,4.19,0.5182,0.00226488,15.42,2139.79,6.737,0.0881,92.18,0.4575,0.2108,114.7,5.054,309.35,0.1972,4.8974,0.45244,0.052232,,
2023-05-19,504.44,0.7823,3.89,14.6,7124.87,6.28,0.1637,34.52,228.1,,0.564,0.0262,11.74,1.55,,0.00915445,4.42,0.5173,0.0023591,15.46,2250.17,7.086,0.0887,91.45,0.482,0.2134,116.4,4.993,308.2,0.2004,4.854,0.40812,0.053359,,
2023-05-26,459.34,0.7974,3.96,13.98,7621.59,5.84,0.1497,33.5,240.94,,0.5631,0.027,12.46,1.58,,0.00883748,4.65,0.4653,0.00221803,13.77,2185.49,7.809,0.0913,94.19,0.5359,0.2075,115.7,4.794,306.56,0.2173,4.2559,0.43263,0.050174,,
2023-06-02,442.48,0.8241,3.67,14.17,7437.26,5.54,0.1491,35.4,248.68,,0.5389,0.027,11.99,1.6,,0.00901104,4.55,0.4519,0.00226006,14.18,2204.02,5.72,0.0835,77.68,0.5208,0.1717,102.8,3.655,235.03,0.1732,4.0191,0.52379,0.044349,,
